timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_deg,pressure,rainfall,pbl_height,station_id,temp_gradient,is_demo,pm25_x_humidity,pm25_x_temp,pm25_x_wind_speed,pm25_div_pbl,ventilation_coeff,stagnation_indicator,inversion_indicator,lagged_pm25_coupling,dispersion_status,pollution_risk_level,pm25_target_1h,pm25_target_3h,pm25_target_6h,pm25_target_12h,pm25_target_24h,data_source
2024-01-02 21:00:00,163.4,236.6,105.9,102.4,2.996,8.0,6.8,95,2.33,313,993.3,0.0,45.0,Anand_Vihar,0.8,0,15523.0,1111.12,380.722,3.63111030419771,104.85,0,1,1.558416637251632,SEVERE TRAPPING,HIGH,161.6,140.2,124.3,119.7,138.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 22:00:00,161.6,233.3,97.8,91.7,2.895,11.0,6.6,95,1.89,302,993.4,0.0,45.0,Anand_Vihar,0.8,0,15352.0,1066.56,305.424,3.5911103130865967,85.05,0,1,1.9000585655427904,SEVERE TRAPPING,HIGH,151.8,131.8,124.8,122.5,143.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 23:00:00,151.8,218.9,88.0,79.2,2.74,14.0,6.2,96,1.7,315,993.1,0.0,45.0,Anand_Vihar,0.8,0,14572.8,941.16,258.06,3.37333258370387,76.5,0,1,1.984313466102815,SEVERE TRAPPING,HIGH,140.2,126.7,120.6,108.3,143.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 00:00:00,140.2,201.2,76.9,65.1,2.542,16.0,5.9,97,1.78,322,992.9,0.0,45.0,Anand_Vihar,0.8,0,13599.4,827.18,249.556,3.11555486321003,80.1,0,1,1.75031189134683,SEVERE TRAPPING,HIGH,131.8,124.3,119.7,89.4,136.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 01:00:00,131.8,189.5,63.9,49.1,2.291,19.0,5.2,99,1.52,337,992.8,0.0,45.0,Anand_Vihar,0.8,0,13048.2,685.3600000000001,200.336,2.928888238024836,68.4,0,1,1.926900303084751,SEVERE TRAPPING,HIGH,126.7,124.8,120.6,88.7,129.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 02:00:00,126.7,181.6,53.0,37.1,2.098,22.0,4.4,100,2.28,345,992.7,0.0,45.0,Anand_Vihar,0.8,0,12670.0,557.48,288.876,2.815554929876682,102.6,0,1,1.2348926671644576,SEVERE TRAPPING,HIGH,124.3,120.6,121.5,88.0,122.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 03:00:00,124.3,177.9,45.4,31.8,1.996,24.0,4.9,100,1.84,347,992.3,0.0,45.0,Anand_Vihar,0.8,0,12430.0,609.07,228.712,2.762221608395198,82.8,0,1,1.5012075481633396,SEVERE TRAPPING,HIGH,124.8,119.7,119.7,88.2,116.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 04:00:00,124.8,179.3,39.9,30.5,1.952,27.0,4.8,100,1.39,339,992.2,0.0,45.0,Anand_Vihar,0.8,0,12480.0,599.04,173.47199999999998,2.773332717037173,62.55,1,1,1.9952035179530747,SEVERE TRAPPING,HIGH,120.6,120.6,122.5,89.6,112.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 05:00:00,120.6,172.8,30.3,23.5,1.737,38.0,4.7,100,0.67,333,992.4,0.0,45.0,Anand_Vihar,0.8,0,12060.0,566.82,80.802,2.6799994044445765,30.15,1,1,3.9999986733006057,SEVERE TRAPPING,HIGH,119.7,121.5,108.3,103.1,111.1,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 06:00:00,119.7,171.4,31.2,25.7,1.752,39.0,6.0,99,1.12,350,993.5,0.0,45.0,Anand_Vihar,0.8,0,11850.3,718.2,134.06400000000002,2.65999940888902,50.400000000000006,1,1,2.3749995287699344,SEVERE TRAPPING,MODERATE,120.6,119.7,89.4,124.3,113.9,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 07:00:00,120.6,172.8,32.5,29.1,1.767,43.0,6.5,99,0.95,18,994.1,0.0,45.0,Anand_Vihar,-0.6,0,11939.4,783.9,114.57,2.6799994044445765,42.75,1,0,2.8210519716837488,SEVERE TRAPPING,HIGH,121.5,122.5,88.7,131.8,119.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 08:00:00,121.5,174.6,33.2,33.7,1.747,54.0,7.4,98,0.92,49,994.9,0.0,45.0,Anand_Vihar,-0.6,0,11907.0,899.1,111.78,2.699999400000133,41.4,1,0,2.934781899811135,SEVERE TRAPPING,HIGH,119.7,108.3,88.0,135.5,122.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 09:00:00,119.7,171.8,33.3,40.1,1.667,78.0,8.7,97,1.0,90,995.7,0.0,45.0,Anand_Vihar,-0.6,0,11610.9,1041.39,119.7,2.65999940888902,45.0,1,0,2.65999940888902,SEVERE TRAPPING,MODERATE,122.5,89.4,88.2,138.8,121.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 10:00:00,122.5,176.0,32.8,47.8,1.552,110.0,10.0,95,0.92,139,995.9,0.0,45.0,Anand_Vihar,-0.6,0,11637.5,1225.0,112.7,2.722221617284085,41.4,1,0,2.958936483348676,SEVERE TRAPPING,HIGH,108.3,88.7,89.6,143.0,117.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 11:00:00,108.3,156.5,31.4,54.7,1.432,144.0,12.4,82,0.6,180,995.2,0.0,45.0,Anand_Vihar,-0.6,0,8880.6,1342.92,64.97999999999999,2.40666613185197,27.0,1,0,4.011109625514954,SEVERE TRAPPING,MODERATE,89.4,88.0,103.1,143.4,111.1,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 12:00:00,89.4,131.8,26.6,60.5,1.285,185.0,14.6,70,0.32,198,994.3,0.0,45.0,Anand_Vihar,-0.6,0,6258.0,1305.24,28.608000000000004,1.986666225185284,14.4,1,0,6.208329021993735,SEVERE TRAPPING,MODERATE,88.7,88.2,124.3,136.0,101.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 13:00:00,88.7,131.3,20.7,65.7,1.135,228.0,15.5,67,1.08,326,993.0,0.0,45.0,Anand_Vihar,-0.6,0,5942.900000000001,1374.85,95.796,1.971110673086517,48.6,1,0,1.8251025051229413,SEVERE TRAPPING,MODERATE,88.0,89.6,131.8,129.0,95.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 14:00:00,88.0,131.3,20.9,69.2,1.081,249.0,15.9,66,1.79,333,992.3,0.0,45.0,Anand_Vihar,-0.6,0,5808.0,1399.2,157.52,1.9555551209877509,80.55,0,0,1.0924890015531965,SEVERE TRAPPING,MODERATE,88.2,103.1,135.5,122.5,89.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 15:00:00,88.2,131.8,31.9,70.3,1.182,232.0,15.8,66,1.92,332,992.1,0.0,45.0,Anand_Vihar,-0.6,0,5821.2,1393.5600000000002,169.344,1.9599995644445407,86.39999999999999,0,0,1.0208332151813408,SEVERE TRAPPING,MODERATE,89.6,124.3,138.8,116.6,90.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 16:00:00,89.6,134.1,48.9,69.7,1.38,193.0,15.2,68,1.89,328,991.9,0.0,45.0,Anand_Vihar,-0.6,0,6092.799999999999,1361.9199999999998,169.344,1.9911106686420728,85.05,0,0,1.0534978185187749,SEVERE TRAPPING,MODERATE,103.1,131.8,143.0,112.0,88.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 17:00:00,103.1,153.2,58.7,55.5,1.437,118.0,12.5,82,1.92,321,991.8,0.0,45.0,Anand_Vihar,-0.6,0,8454.199999999999,1288.75,197.952,2.2911106019754217,86.39999999999999,0,0,1.1932868989251275,SEVERE TRAPPING,MODERATE,124.3,135.5,143.4,111.1,111.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-03 18:00:00,124.3,183.5,65.9,57.9,1.646,94.0,11.5,80,3.1,339,992.6,0.0,45.0,Anand_Vihar,-0.6,0,9944.0,1429.45,385.33,2.762221608395198,139.5,0,0,0.891039362649508,SEVERE TRAPPING,HIGH,131.8,138.8,136.0,113.9,127.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
