data_source,timestamp,station_id,temperature,humidity,wind_speed,wind_deg,pressure,rainfall,pbl_height,temp_gradient,pm25,pm10,no2,so2,co,o3
DEMO_SYNTHETIC,2025-10-01 23:00,Anand_Vihar,25.24,59.86,2.56,288.2,1010.19,0.0,428.9,-0.94,56.23,93.96,18.98,10.77,0.68,17.36
DEMO_SYNTHETIC,2025-10-02 00:00,Anand_Vihar,24.78,58.81,1.91,282.9,1009.96,0.0,408.1,-1.05,90.8,173.03,17.98,8.79,0.92,19.83
DEMO_SYNTHETIC,2025-10-02 01:00,Anand_Vihar,24.29,67.76,2.69,302.4,1009.38,0.0,456.9,-0.68,51.38,101.81,20.32,7.79,0.76,14.77
DEMO_SYNTHETIC,2025-10-02 02:00,Anand_Vihar,22.99,62.9,2.27,325.8,1008.55,0.0,408.5,-0.24,80.36,125.99,22.94,11.76,0.91,17.47
DEMO_SYNTHETIC,2025-10-02 03:00,Anand_Vihar,24.12,63.33,2.55,257.2,1011.08,0.0,406.9,-0.72,45.48,59.01,17.82,7.94,0.43,20.49
DEMO_SYNTHETIC,2025-10-02 04:00,Anand_Vihar,23.52,61.82,2.66,265.8,1010.43,0.0,361.6,-0.42,72.74,107.6,17.49,10.61,0.78,22.61
DEMO_SYNTHETIC,2025-10-02 05:00,Anand_Vihar,26.99,59.72,2.22,316.1,1011.09,0.0,389.2,-0.9,64.19,114.13,19.33,10.43,0.82,18.3
DEMO_SYNTHETIC,2025-10-02 06:00,Anand_Vihar,28.95,50.17,2.89,299.6,1010.64,0.0,409.6,-0.81,40.48,64.76,15.2,6.77,0.31,19.95
DEMO_SYNTHETIC,2025-10-02 07:00,Anand_Vihar,29.34,49.16,2.79,275.4,1010.4,0.0,979.6,-0.97,27.0,39.32,33.18,7.25,0.21,18.86
DEMO_SYNTHETIC,2025-10-02 08:00,Anand_Vihar,29.87,44.23,3.24,281.6,1010.46,0.0,1148.4,-1.49,16.05,38.74,25.15,4.19,0.2,38.7
DEMO_SYNTHETIC,2025-10-02 09:00,Anand_Vihar,30.39,40.1,3.12,259.8,1010.16,0.0,1295.3,-0.81,17.46,19.9,29.34,8.17,0.2,56.78
DEMO_SYNTHETIC,2025-10-02 10:00,Anand_Vihar,33.09,31.99,3.36,289.0,1011.27,0.0,1402.4,-1.21,29.68,64.34,21.1,6.2,0.28,67.07
DEMO_SYNTHETIC,2025-10-02 11:00,Anand_Vihar,33.69,28.67,3.1,285.2,1009.31,0.0,1457.0,-0.59,18.06,29.91,12.32,7.96,0.24,75.39
DEMO_SYNTHETIC,2025-10-02 12:00,Anand_Vihar,35.32,30.31,3.46,323.3,1009.39,0.0,1560.5,-1.34,10.0,15.0,7.02,7.38,0.2,88.98
DEMO_SYNTHETIC,2025-10-02 13:00,Anand_Vihar,39.14,20.04,3.01,278.5,1009.69,0.0,1585.0,-0.57,22.98,44.68,5.16,5.04,0.3,94.66
DEMO_SYNTHETIC,2025-10-02 14:00,Anand_Vihar,36.45,22.89,3.64,312.2,1011.26,0.0,1588.0,-0.92,10.0,15.0,14.62,7.56,0.2,85.75
DEMO_SYNTHETIC,2025-10-02 15:00,Anand_Vihar,35.47,29.0,3.42,249.0,1009.19,0.0,1545.9,-1.05,10.0,17.31,16.58,2.0,0.2,74.7
DEMO_SYNTHETIC,2025-10-02 16:00,Anand_Vihar,33.42,31.68,2.71,312.7,1011.0,0.0,1428.8,-0.73,13.75,15.0,22.77,8.18,0.2,57.45
DEMO_SYNTHETIC,2025-10-02 17:00,Anand_Vihar,35.79,29.3,2.53,318.9,1009.26,0.0,1334.6,-0.5,18.08,30.3,20.81,10.91,0.26,37.94
DEMO_SYNTHETIC,2025-10-02 18:00,Anand_Vihar,33.34,31.06,2.6,294.9,1010.04,0.0,1158.0,-0.58,38.66,65.93,28.09,5.4,0.27,25.55
DEMO_SYNTHETIC,2025-10-02 19:00,Anand_Vihar,31.77,40.17,2.64,275.3,1009.9,0.0,1063.5,-0.64,32.69,48.26,22.67,4.26,0.43,18.29
DEMO_SYNTHETIC,2025-10-02 20:00,Anand_Vihar,28.45,40.47,2.49,262.4,1009.79,0.0,393.9,-0.88,85.49,146.52,32.66,4.34,0.8,20.07
DEMO_SYNTHETIC,2025-10-02 21:00,Anand_Vihar,27.49,49.6,2.7,4.3,1010.05,0.0,380.4,-0.6,101.4,150.27,26.03,6.33,0.99,18.43
DEMO_SYNTHETIC,2025-10-02 22:00,Anand_Vihar,26.69,60.26,2.32,248.0,1009.01,0.0,391.4,-0.91,63.08,94.76,18.11,8.48,0.71,14.91
DEMO_SYNTHETIC,2025-10-02 23:00,Anand_Vihar,25.65,59.25,2.08,318.0,1009.1,0.0,402.5,-0.84,84.73,115.15,20.87,8.88,0.96,19.78
DEMO_SYNTHETIC,2025-10-03 00:00,Anand_Vihar,24.37,66.38,2.43,283.6,1009.25,0.0,408.2,-1.18,75.32,125.16,13.67,6.58,0.92,10.99
DEMO_SYNTHETIC,2025-10-03 01:00,Anand_Vihar,25.11,59.37,2.23,248.0,1011.36,0.0,424.3,-0.81,68.73,110.23,21.59,5.56,0.59,20.97
DEMO_SYNTHETIC,2025-10-03 02:00,Anand_Vihar,24.21,64.36,2.69,267.8,1010.08,0.0,404.9,-1.09,65.3,89.28,15.0,8.5,0.85,24.28
DEMO_SYNTHETIC,2025-10-03 03:00,Anand_Vihar,23.0,66.1,2.63,254.0,1008.98,0.0,391.3,-0.74,54.08,88.89,13.54,4.9,0.47,22.21
DEMO_SYNTHETIC,2025-10-03 04:00,Anand_Vihar,23.66,71.53,2.43,302.4,1010.14,0.0,385.6,-0.76,92.49,139.34,17.25,8.71,0.99,16.66
DEMO_SYNTHETIC,2025-10-03 05:00,Anand_Vihar,28.13,58.98,2.25,317.7,1009.55,0.0,372.8,-0.52,66.44,106.59,19.88,10.14,0.72,12.66
DEMO_SYNTHETIC,2025-10-03 06:00,Anand_Vihar,27.46,57.14,2.85,332.2,1010.85,0.0,398.2,-1.3,63.01,94.27,19.22,7.3,0.71,17.15
DEMO_SYNTHETIC,2025-10-03 07:00,Anand_Vihar,29.8,49.89,3.08,323.5,1009.59,0.0,964.9,-0.65,26.96,57.36,22.14,5.61,0.43,18.79
DEMO_SYNTHETIC,2025-10-03 08:00,Anand_Vihar,31.24,39.8,3.31,266.3,1010.47,0.0,1157.3,-0.48,23.28,50.6,25.0,6.67,0.2,28.57
DEMO_SYNTHETIC,2025-10-03 09:00,Anand_Vihar,30.51,42.6,2.85,266.4,1009.27,0.0,1251.7,-1.16,20.83,42.91,28.66,6.58,0.21,53.68
DEMO_SYNTHETIC,2025-10-03 10:00,Anand_Vihar,31.65,36.34,3.69,329.2,1011.3,0.0,1408.3,-0.96,15.24,19.94,17.16,5.09,0.2,61.15
DEMO_SYNTHETIC,2025-10-03 11:00,Anand_Vihar,35.2,34.53,3.1,286.2,1010.51,0.0,1578.5,-0.52,10.0,18.72,12.2,5.68,0.2,83.37
DEMO_SYNTHETIC,2025-10-03 12:00,Anand_Vihar,35.99,34.72,3.07,256.3,1008.99,0.0,1578.7,-0.26,10.0,19.22,5.0,4.78,0.23,90.61
DEMO_SYNTHETIC,2025-10-03 13:00,Anand_Vihar,37.38,21.72,3.43,314.6,1009.71,0.0,1623.3,-0.67,15.38,33.2,17.51,8.18,0.3,94.6
DEMO_SYNTHETIC,2025-10-03 14:00,Anand_Vihar,35.8,25.51,3.16,282.8,1010.4,0.0,1580.3,-0.42,15.04,24.85,17.36,3.63,0.31,83.98
DEMO_SYNTHETIC,2025-10-03 15:00,Anand_Vihar,36.12,24.28,3.2,297.6,1010.22,0.0,1524.0,-0.68,12.36,16.31,14.71,4.85,0.25,66.5
DEMO_SYNTHETIC,2025-10-03 16:00,Anand_Vihar,34.53,29.0,3.21,296.7,1008.37,0.0,1410.4,-0.24,10.0,15.0,16.74,8.21,0.22,60.57
DEMO_SYNTHETIC,2025-10-03 17:00,Anand_Vihar,33.98,26.84,3.16,346.2,1009.14,0.0,1322.4,-0.86,19.42,20.71,17.31,9.21,0.2,41.61
DEMO_SYNTHETIC,2025-10-03 18:00,Anand_Vihar,33.41,36.6,2.82,311.5,1010.49,0.0,1160.2,-0.59,31.41,59.67,26.55,5.59,0.2,16.74
DEMO_SYNTHETIC,2025-10-03 19:00,Anand_Vihar,30.66,39.77,2.37,321.0,1009.48,0.0,993.1,-0.81,43.31,61.03,23.49,9.98,0.53,19.7
DEMO_SYNTHETIC,2025-10-03 20:00,Anand_Vihar,28.84,44.83,2.09,0.1,1009.98,0.0,394.5,-0.79,128.8,163.87,32.63,9.38,1.33,15.07
DEMO_SYNTHETIC,2025-10-03 21:00,Anand_Vihar,28.68,46.46,2.45,285.7,1010.46,0.0,406.9,-1.04,119.76,207.75,32.36,9.43,1.36,15.86
DEMO_SYNTHETIC,2025-10-03 22:00,Anand_Vihar,28.58,55.69,2.26,310.0,1011.75,0.0,383.7,-0.95,75.21,135.22,15.93,7.78,0.85,22.52
DEMO_SYNTHETIC,2025-10-03 23:00,Anand_Vihar,29.32,58.8,2.48,301.0,1010.1,0.0,387.4,-0.74,79.11,129.78,16.39,11.23,0.71,12.14
DEMO_SYNTHETIC,2025-10-04 00:00,Anand_Vihar,25.07,65.99,2.25,297.4,1011.42,0.0,395.7,-0.53,81.01,123.51,22.28,6.38,0.99,21.11
DEMO_SYNTHETIC,2025-10-04 01:00,Anand_Vihar,24.69,61.92,2.63,286.2,1009.46,0.0,408.1,-0.89,49.75,84.31,20.35,2.0,0.64,11.04
DEMO_SYNTHETIC,2025-10-04 02:00,Anand_Vihar,23.57,61.08,2.68,320.2,1009.0,0.0,388.3,-0.7,64.6,100.54,8.57,7.98,0.65,22.93
DEMO_SYNTHETIC,2025-10-04 03:00,Anand_Vihar,24.98,59.45,2.47,291.3,1009.72,0.0,421.2,-0.43,74.72,124.78,22.52,8.59,0.76,17.21
DEMO_SYNTHETIC,2025-10-04 04:00,Anand_Vihar,24.72,62.19,2.32,296.7,1009.17,0.0,402.0,-1.4,79.56,127.51,11.11,14.48,0.75,19.61
DEMO_SYNTHETIC,2025-10-04 05:00,Anand_Vihar,24.63,61.4,2.44,284.4,1011.53,0.0,413.7,-1.08,66.66,127.77,19.4,10.3,0.81,22.75
DEMO_SYNTHETIC,2025-10-04 06:00,Anand_Vihar,27.77,51.0,2.52,280.7,1010.24,0.0,398.4,-0.7,69.94,116.01,20.29,8.66,0.57,14.27
DEMO_SYNTHETIC,2025-10-04 07:00,Anand_Vihar,29.7,52.17,3.02,292.6,1011.1,0.0,1003.0,-1.11,24.48,23.79,19.42,2.32,0.2,12.71
DEMO_SYNTHETIC,2025-10-04 08:00,Anand_Vihar,31.97,48.53,3.1,243.8,1009.45,0.0,1092.8,-0.11,19.92,15.48,32.11,7.91,0.28,38.32
DEMO_SYNTHETIC,2025-10-04 09:00,Anand_Vihar,31.25,41.2,3.51,281.2,1009.78,0.0,1278.2,-1.1,31.19,43.37,23.79,2.56,0.23,55.55
DEMO_SYNTHETIC,2025-10-04 10:00,Anand_Vihar,31.82,34.21,3.04,275.8,1010.44,0.0,1409.2,-0.7,11.78,24.87,28.82,6.43,0.2,66.35
DEMO_SYNTHETIC,2025-10-04 11:00,Anand_Vihar,34.81,31.35,3.45,301.2,1010.03,0.0,1532.1,-1.19,21.95,34.64,8.16,4.4,0.2,84.91
DEMO_SYNTHETIC,2025-10-04 12:00,Anand_Vihar,34.84,32.05,3.53,306.0,1009.37,0.0,1549.9,-0.71,17.39,29.81,17.73,8.91,0.2,88.05
DEMO_SYNTHETIC,2025-10-04 13:00,Anand_Vihar,37.55,20.0,3.37,279.9,1011.31,0.0,1624.4,-0.47,14.75,18.3,11.94,5.53,0.2,88.27
DEMO_SYNTHETIC,2025-10-04 14:00,Anand_Vihar,35.22,20.72,2.95,281.0,1010.03,0.0,1585.4,-1.27,17.09,35.45,10.69,4.32,0.25,89.86
DEMO_SYNTHETIC,2025-10-04 15:00,Anand_Vihar,35.48,31.73,2.81,314.0,1010.06,0.0,1494.8,-0.61,10.0,16.39,13.18,9.58,0.21,74.07
DEMO_SYNTHETIC,2025-10-04 16:00,Anand_Vihar,33.89,26.57,3.39,301.8,1010.62,0.0,1482.2,-0.68,14.95,18.51,15.38,7.06,0.2,51.08
DEMO_SYNTHETIC,2025-10-04 17:00,Anand_Vihar,33.4,30.02,3.16,254.1,1010.41,0.0,1353.9,-1.14,31.26,49.51,22.68,6.14,0.42,35.66
DEMO_SYNTHETIC,2025-10-04 18:00,Anand_Vihar,33.32,36.13,2.83,287.3,1009.81,0.0,1168.7,-1.07,31.95,51.81,24.01,7.46,0.58,16.8
DEMO_SYNTHETIC,2025-10-04 19:00,Anand_Vihar,30.77,41.68,2.3,273.4,1009.76,0.0,1012.7,-0.78,30.62,41.83,26.89,8.4,0.2,20.4
DEMO_SYNTHETIC,2025-10-04 20:00,Anand_Vihar,31.84,49.27,2.02,282.8,1009.95,0.0,403.7,-0.9,123.74,200.19,34.97,8.44,1.15,21.65
DEMO_SYNTHETIC,2025-10-04 21:00,Anand_Vihar,29.05,58.19,2.24,265.8,1009.82,0.0,430.2,-0.89,115.95,170.4,29.18,3.74,1.16,19.57
DEMO_SYNTHETIC,2025-10-04 22:00,Anand_Vihar,25.23,55.64,1.91,275.1,1009.98,0.0,429.9,-0.85,82.0,109.77,28.43,8.75,0.63,16.22
DEMO_SYNTHETIC,2025-10-04 23:00,Anand_Vihar,24.71,51.17,2.53,283.3,1010.83,0.0,360.0,-0.92,73.46,128.44,20.91,8.51,0.9,24.25
DEMO_SYNTHETIC,2025-10-05 00:00,Anand_Vihar,24.84,59.68,2.02,302.2,1011.38,0.0,390.9,-0.74,74.71,104.02,25.18,12.22,0.74,16.26
DEMO_SYNTHETIC,2025-10-05 01:00,Anand_Vihar,24.54,61.84,2.51,324.9,1009.39,0.0,368.7,-0.95,75.15,116.32,19.88,12.29,0.72,21.71
DEMO_SYNTHETIC,2025-10-05 02:00,Anand_Vihar,24.07,65.94,2.37,318.6,1010.47,0.0,390.9,-1.05,64.63,80.76,21.49,8.75,0.63,16.67
DEMO_SYNTHETIC,2025-10-05 03:00,Anand_Vihar,24.46,63.74,2.42,321.5,1009.53,0.0,420.9,-1.04,76.06,124.48,21.42,10.62,0.82,12.81
DEMO_SYNTHETIC,2025-10-05 04:00,Anand_Vihar,25.28,60.04,2.55,300.8,1008.81,0.0,407.7,-0.29,66.74,126.41,25.0,9.08,0.73,21.6
DEMO_SYNTHETIC,2025-10-05 05:00,Anand_Vihar,25.01,60.82,2.27,294.8,1009.32,0.0,406.5,-1.22,78.93,130.16,24.78,7.59,0.82,18.06
DEMO_SYNTHETIC,2025-10-05 06:00,Anand_Vihar,26.06,57.27,2.97,263.8,1009.11,0.0,418.1,-0.91,68.24,112.71,8.5,9.66,0.88,15.0
DEMO_SYNTHETIC,2025-10-05 07:00,Anand_Vihar,29.85,48.17,2.48,286.2,1012.05,0.0,1003.2,-1.01,57.07,110.82,32.53,9.24,0.68,15.8
DEMO_SYNTHETIC,2025-10-05 08:00,Anand_Vihar,29.02,44.99,2.65,327.9,1009.48,0.0,1157.5,-0.36,25.14,36.14,23.29,7.29,0.31,28.89
DEMO_SYNTHETIC,2025-10-05 09:00,Anand_Vihar,31.78,41.84,3.1,330.5,1010.47,0.0,1328.7,-0.89,35.06,36.92,20.79,4.21,0.38,45.29
DEMO_SYNTHETIC,2025-10-05 10:00,Anand_Vihar,33.39,34.48,3.1,325.8,1009.84,0.0,1437.1,-0.96,14.21,15.0,23.58,5.69,0.2,67.82
DEMO_SYNTHETIC,2025-10-05 11:00,Anand_Vihar,35.32,33.58,3.1,275.0,1010.24,0.0,1528.5,-0.76,10.0,15.0,13.73,7.19,0.2,79.05
DEMO_SYNTHETIC,2025-10-05 12:00,Anand_Vihar,36.99,26.73,3.05,286.8,1009.99,0.0,1518.9,-0.53,20.45,25.98,15.85,6.73,0.29,91.61
DEMO_SYNTHETIC,2025-10-05 13:00,Anand_Vihar,35.66,23.57,3.18,319.9,1009.0,0.0,1566.7,-0.08,14.18,25.07,11.32,4.67,0.2,93.2
DEMO_SYNTHETIC,2025-10-05 14:00,Anand_Vihar,34.78,25.22,3.58,292.6,1010.12,0.0,1558.9,-0.77,10.0,15.0,10.87,9.61,0.28,77.14
DEMO_SYNTHETIC,2025-10-05 15:00,Anand_Vihar,34.94,25.94,3.18,295.4,1011.1,0.0,1503.9,-0.62,10.0,15.0,14.77,9.55,0.2,69.81
DEMO_SYNTHETIC,2025-10-05 16:00,Anand_Vihar,34.85,22.21,3.39,298.5,1009.41,0.0,1419.8,0.16,21.33,28.49,18.63,4.77,0.2,56.48
DEMO_SYNTHETIC,2025-10-05 17:00,Anand_Vihar,34.68,35.65,2.91,288.8,1011.02,0.0,1269.5,-0.76,36.24,61.31,22.87,6.05,0.28,39.23
DEMO_SYNTHETIC,2025-10-05 18:00,Anand_Vihar,35.48,31.26,2.27,304.8,1010.19,0.0,1153.3,-0.66,31.67,58.39,26.37,8.31,0.34,16.93
DEMO_SYNTHETIC,2025-10-05 19:00,Anand_Vihar,33.7,40.61,2.61,304.9,1009.72,0.0,1006.8,-0.71,54.39,85.64,32.28,7.42,0.36,15.57
DEMO_SYNTHETIC,2025-10-05 20:00,Anand_Vihar,31.56,44.92,2.17,313.6,1009.33,0.0,394.0,-0.91,119.77,177.33,35.6,11.74,1.11,22.98
DEMO_SYNTHETIC,2025-10-05 21:00,Anand_Vihar,28.32,54.46,2.68,277.4,1010.26,0.0,429.9,-1.14,87.81,153.91,29.78,4.76,0.93,25.76
DEMO_SYNTHETIC,2025-10-05 22:00,Anand_Vihar,25.8,52.63,1.93,325.7,1008.95,0.0,408.8,-0.65,90.79,146.48,24.64,11.68,0.86,18.6
DEMO_SYNTHETIC,2025-10-05 23:00,Anand_Vihar,23.71,51.17,2.59,245.7,1010.68,0.0,395.3,-1.08,64.11,113.23,19.55,7.2,0.75,20.46
DEMO_SYNTHETIC,2025-10-06 00:00,Anand_Vihar,23.68,66.12,2.56,316.5,1009.69,0.0,409.2,-0.25,62.56,84.37,10.15,7.21,0.5,21.12
DEMO_SYNTHETIC,2025-10-06 01:00,Anand_Vihar,25.46,61.29,1.94,323.8,1011.37,0.0,418.4,-0.99,83.9,142.01,23.68,12.64,0.79,18.95
DEMO_SYNTHETIC,2025-10-06 02:00,Anand_Vihar,25.17,66.75,2.6,316.3,1012.15,0.0,383.6,-1.35,71.68,136.48,25.85,5.46,0.87,25.0
DEMO_SYNTHETIC,2025-10-06 03:00,Anand_Vihar,22.99,67.06,2.31,293.8,1009.33,0.0,410.6,-0.76,83.0,137.02,17.15,9.05,0.8,12.72
DEMO_SYNTHETIC,2025-10-06 04:00,Anand_Vihar,24.07,62.19,2.01,294.5,1008.35,0.0,362.4,-0.57,93.24,116.14,26.88,8.79,1.03,28.92
DEMO_SYNTHETIC,2025-10-06 05:00,Anand_Vihar,26.21,58.51,2.22,305.3,1009.4,0.0,402.6,-1.45,75.46,134.95,17.62,5.99,0.61,11.66
DEMO_SYNTHETIC,2025-10-06 06:00,Anand_Vihar,27.32,56.78,2.69,323.0,1009.57,0.0,387.9,-0.76,77.67,120.82,13.56,3.03,0.73,16.77
DEMO_SYNTHETIC,2025-10-06 07:00,Anand_Vihar,30.27,48.46,2.46,294.4,1009.48,0.0,1030.7,-0.45,50.76,53.9,31.47,8.58,0.63,19.15
DEMO_SYNTHETIC,2025-10-06 08:00,Anand_Vihar,29.27,46.27,3.32,301.5,1009.4,0.0,1154.5,-0.86,26.35,23.4,13.4,7.49,0.36,39.64
DEMO_SYNTHETIC,2025-10-06 09:00,Anand_Vihar,32.12,42.78,3.11,270.2,1010.74,0.0,1293.4,-0.37,30.33,56.46,22.15,8.05,0.4,45.73
DEMO_SYNTHETIC,2025-10-06 10:00,Anand_Vihar,34.57,29.18,3.46,275.3,1011.19,0.0,1396.6,-0.86,19.28,35.83,20.61,5.46,0.2,75.1
DEMO_SYNTHETIC,2025-10-06 11:00,Anand_Vihar,34.06,28.36,3.22,324.1,1011.29,0.0,1566.9,-0.94,13.0,15.0,16.26,6.22,0.2,79.53
DEMO_SYNTHETIC,2025-10-06 12:00,Anand_Vihar,35.09,26.38,3.13,254.9,1009.72,0.0,1597.0,-0.9,22.9,43.64,8.34,3.42,0.29,79.31
DEMO_SYNTHETIC,2025-10-06 13:00,Anand_Vihar,36.02,21.55,3.41,316.0,1010.4,0.0,1573.4,-1.06,10.0,15.0,5.4,7.37,0.2,90.25
DEMO_SYNTHETIC,2025-10-06 14:00,Anand_Vihar,38.49,21.78,3.28,307.3,1010.72,0.0,1548.8,-0.65,10.0,15.0,7.71,6.57,0.2,95.1
DEMO_SYNTHETIC,2025-10-06 15:00,Anand_Vihar,35.36,26.66,3.4,315.5,1009.7,0.0,1516.5,-1.15,12.98,26.0,6.24,8.4,0.2,68.83
DEMO_SYNTHETIC,2025-10-06 16:00,Anand_Vihar,34.48,32.49,3.01,7.9,1009.78,0.0,1422.9,-0.71,19.93,38.36,19.74,6.24,0.2,59.3
DEMO_SYNTHETIC,2025-10-06 17:00,Anand_Vihar,37.04,31.53,3.15,299.5,1009.69,0.0,1323.8,-0.47,21.92,25.96,19.91,8.08,0.33,40.92
DEMO_SYNTHETIC,2025-10-06 18:00,Anand_Vihar,33.87,36.81,2.79,310.5,1009.52,0.0,1185.0,-0.59,34.54,60.13,21.99,7.11,0.2,11.47
DEMO_SYNTHETIC,2025-10-06 19:00,Anand_Vihar,31.32,37.9,1.99,252.7,1010.17,0.0,1036.4,-0.8,49.51,71.4,29.05,8.53,0.44,14.24
DEMO_SYNTHETIC,2025-10-06 20:00,Anand_Vihar,31.0,44.32,2.16,261.5,1009.89,0.0,401.5,-0.72,132.12,177.56,32.74,11.28,1.61,12.84
DEMO_SYNTHETIC,2025-10-06 21:00,Anand_Vihar,27.67,50.84,2.45,320.2,1009.22,0.0,405.9,-0.39,96.51,161.95,28.74,4.64,0.94,16.36
DEMO_SYNTHETIC,2025-10-06 22:00,Anand_Vihar,26.37,55.53,2.5,284.3,1010.01,0.0,391.8,-0.75,75.54,105.45,17.06,6.45,0.87,16.05
DEMO_SYNTHETIC,2025-10-06 23:00,Anand_Vihar,26.99,56.82,2.61,321.3,1009.89,0.0,398.4,-0.21,77.38,114.12,21.22,10.12,0.82,18.79
DEMO_SYNTHETIC,2025-10-07 00:00,Anand_Vihar,24.06,61.21,2.53,289.0,1010.11,0.0,400.0,-0.62,55.27,58.45,12.34,5.09,0.7,16.72
DEMO_SYNTHETIC,2025-10-07 01:00,Anand_Vihar,23.73,66.01,2.43,326.0,1009.94,0.0,424.3,-0.32,59.65,92.93,15.22,10.5,0.51,24.57
DEMO_SYNTHETIC,2025-10-07 02:00,Anand_Vihar,22.92,67.23,2.61,278.0,1008.87,0.0,401.0,-1.1,70.36,93.74,11.26,5.39,0.72,7.44
DEMO_SYNTHETIC,2025-10-07 03:00,Anand_Vihar,25.14,55.88,2.38,299.5,1009.79,0.0,450.4,-0.74,71.49,112.2,20.84,8.46,0.82,20.37
DEMO_SYNTHETIC,2025-10-07 04:00,Anand_Vihar,24.38,60.31,1.91,324.5,1009.41,0.0,369.0,-1.24,96.88,164.87,26.38,11.8,0.79,14.25
