data_source,timestamp,station_id,temperature,humidity,wind_speed,wind_deg,pressure,rainfall,pbl_height,temp_gradient,pm25,pm10,no2,so2,co,o3,hour_sin,hour_cos,month,is_winter,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_24h,pm25_roll_mean_6h,pm25_roll_mean_24h,pm25_roll_std_24h,pm25_target,pm25_x_humidity,pm25_x_temp,pm25_x_wind_speed,pm25_div_pbl,ventilation_coeff,stagnation_indicator,inversion_indicator,lagged_pm25_coupling,dispersion_status,pollution_risk_level
DEMO_SYNTHETIC,2025-10-02 12:00:00,Anand_Vihar,35.32,30.31,3.46,323.3,1009.39,0.0,1560.5,-1.34,10.0,15.0,7.02,7.38,0.2,88.98,1.2246467991473532e-16,-1.0,10,0,18.06,17.46,40.48,10.0,19.708333333333332,44.44624999999999,31.76626332016542,38.66,303.09999999999997,353.2,34.6,0.006408202458133916,5399.33,0,0,0.003344859448589252,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 13:00:00,Anand_Vihar,39.14,20.04,3.01,278.5,1009.69,0.0,1585.0,-0.57,22.98,44.68,5.16,5.04,0.3,94.66,-0.2588190451025208,-0.9659258262890683,10,0,10.0,29.68,27.0,17.11,19.038333333333334,44.69083333333333,31.568620759650976,32.69,460.5192,899.4372000000001,69.1698,0.014498422621461057,4770.849999999999,0,0,0.0020960625421129098,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 14:00:00,Anand_Vihar,36.45,22.89,3.64,312.2,1011.26,0.0,1588.0,-0.92,10.0,15.0,14.62,7.56,0.2,85.75,-0.4999999999999997,-0.8660254037844388,10,0,22.98,18.06,16.05,16.41,18.029999999999998,44.42374999999999,31.844203733380485,85.49,228.9,364.5,36.4,0.006297229179488481,5780.320000000001,0,0,0.003975558439713444,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 15:00:00,Anand_Vihar,35.47,29.0,3.42,249.0,1009.19,0.0,1545.9,-1.05,10.0,17.31,16.58,2.0,0.2,74.7,-0.7071067811865471,-0.7071067811865479,10,0,10.0,10.0,17.46,12.79,16.786666666666665,44.3075,31.969552260535814,101.4,290.0,354.7,34.2,0.0064687236789654975,5286.978,0,0,0.0018914396808697906,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 16:00:00,Anand_Vihar,33.42,31.68,2.71,312.7,1011.0,0.0,1428.8,-0.73,13.75,15.0,22.77,8.18,0.2,57.45,-0.8660254037844385,-0.5000000000000004,10,0,10.0,22.98,29.68,10.57,14.131666666666666,44.44,31.829930404655578,63.08,435.6,459.52500000000003,37.2625,0.009623460179007138,3872.048,0,0,0.0025826126055704564,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 17:00:00,Anand_Vihar,35.79,29.3,2.53,318.9,1009.26,0.0,1334.6,-0.5,18.08,30.3,20.81,10.91,0.26,37.94,-0.9659258262890683,-0.25881904510252063,10,0,13.75,10.0,18.06,16.31,14.134999999999998,44.51375000000001,31.763901415792333,84.73,529.7439999999999,647.0831999999999,45.74239999999999,0.013547130124777984,3376.5379999999996,0,0,0.004072218337029768,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 18:00:00,Anand_Vihar,33.34,31.06,2.6,294.9,1010.04,0.0,1158.0,-0.58,38.66,65.93,28.09,5.4,0.27,25.55,-1.0,-1.8369701987210297e-16,10,0,18.08,10.0,10.0,30.33,18.911666666666665,44.860833333333325,31.647474920451078,75.32,1200.7795999999998,1288.9244,100.51599999999999,0.03338514651653587,3010.8,0,0,0.006005048472150097,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 19:00:00,Anand_Vihar,31.77,40.17,2.64,275.3,1009.9,0.0,1063.5,-0.64,32.69,48.26,22.67,4.26,0.43,18.29,-0.9659258262890684,0.2588190451025203,10,0,38.66,13.75,22.98,50.52,20.529999999999998,44.117916666666666,31.718050131851847,68.73,1313.1573,1038.5612999999998,86.3016,0.03073812853090617,2807.6400000000003,0,0,0.013769571548455027,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-02 20:00:00,Anand_Vihar,28.45,40.47,2.49,262.4,1009.79,0.0,393.9,-0.88,85.49,146.52,32.66,4.34,0.8,20.07,-0.8660254037844386,0.5000000000000001,10,0,32.69,18.08,10.0,118.61,33.111666666666665,42.73791666666667,28.934462223560796,65.3,3459.7803,2432.1904999999997,212.8701,0.21703477489122178,980.811,0,0,0.033329560605156745,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-02 21:00:00,Anand_Vihar,27.49,49.6,2.7,4.3,1010.05,0.0,380.4,-0.6,101.4,150.27,26.03,6.33,0.99,18.43,-0.7071067811865477,0.7071067811865474,10,0,85.49,38.66,10.0,104.27,48.345,42.61833333333333,28.673856395324826,54.08,5029.4400000000005,2787.486,273.78000000000003,0.26656150718818333,1027.08,0,0,0.08323596912376865,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-02 22:00:00,Anand_Vihar,26.69,60.26,2.32,248.0,1009.01,0.0,391.4,-0.91,63.08,94.76,18.11,8.48,0.71,14.91,-0.5000000000000004,0.8660254037844384,10,0,101.4,32.69,13.75,69.88,56.56666666666666,42.335,28.425283907419317,92.49,3801.2007999999996,1683.6052,146.3456,0.16116504442603363,908.0479999999999,0,0,0.11166810442104269,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-02 23:00:00,Anand_Vihar,25.65,59.25,2.08,318.0,1009.1,0.0,402.5,-0.84,84.73,115.15,20.87,8.88,0.96,19.78,-0.25881904510252157,0.9659258262890681,10,0,63.08,85.49,18.08,56.23,67.675,43.5225,29.60195855006895,66.44,5020.2525000000005,2173.3245,176.2384,0.21050931154014135,837.2,0,0,0.07534639183771628,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 00:00:00,Anand_Vihar,24.37,66.38,2.43,283.6,1009.25,0.0,408.2,-1.18,75.32,125.16,13.67,6.58,0.92,10.99,0.0,1.0,10,0,84.73,101.4,38.66,90.8,73.785,42.8775,28.68136893373543,63.01,4999.741599999999,1835.5484,183.0276,0.18451738891432168,991.926,0,0,0.08541967762293078,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 01:00:00,Anand_Vihar,25.11,59.37,2.23,248.0,1011.36,0.0,424.3,-0.81,68.73,110.23,21.59,5.56,0.59,20.97,0.25881904510252074,0.9659258262890683,10,0,75.32,63.08,32.69,51.38,79.79166666666667,43.60041666666666,29.120288680957803,26.96,4080.5001,1725.8103,153.2679,0.16198444115049634,946.189,0,0,0.07960354559603265,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 02:00:00,Anand_Vihar,24.21,64.36,2.69,267.8,1010.08,0.0,404.9,-1.09,65.3,89.28,15.0,8.5,0.85,24.28,0.49999999999999994,0.8660254037844387,10,0,68.73,84.73,85.49,80.36,76.42666666666666,42.97291666666666,28.448238805296697,23.28,4202.708,1580.913,175.65699999999998,0.16127438475489295,1089.1809999999998,0,0,0.06310245897511564,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 03:00:00,Anand_Vihar,23.0,66.1,2.63,254.0,1008.98,0.0,391.3,-0.74,54.08,88.89,13.54,4.9,0.47,22.21,0.7071067811865476,0.7071067811865476,10,0,65.3,75.32,101.4,45.48,68.54,43.33124999999999,28.535220694935862,20.83,3574.6879999999996,1243.84,142.2304,0.13820597653447542,1029.119,0,0,0.06345233094081121,POOR DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 04:00:00,Anand_Vihar,23.66,71.53,2.43,302.4,1010.14,0.0,385.6,-0.76,92.49,139.34,17.25,8.71,0.99,16.66,0.8660254037844386,0.5000000000000001,10,0,54.08,68.73,63.08,72.74,73.44166666666666,44.15416666666666,29.681943261806524,15.24,6615.8097,2188.3134,224.7507,0.2398599522857896,937.0080000000002,0,0,0.05771562187606058,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 05:00:00,Anand_Vihar,28.13,58.98,2.25,317.7,1009.55,0.0,372.8,-0.52,66.44,106.59,19.88,10.14,0.72,12.66,0.9659258262890683,0.25881904510252074,10,0,92.49,65.3,84.73,64.19,70.39333333333333,44.24791666666667,29.751449504938876,10.0,3918.6312,1868.9571999999998,149.49,0.17821887933962233,838.8000000000001,0,0,0.11026466249088385,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 06:00:00,Anand_Vihar,27.46,57.14,2.85,332.2,1010.85,0.0,398.2,-1.3,63.01,94.27,19.22,7.3,0.71,17.15,1.0,6.123233995736766e-17,10,0,66.44,54.08,75.32,40.48,68.34166666666667,45.18666666666667,29.981943648261637,10.0,3600.3914,1730.2546,179.5785,0.158237062826794,1134.87,0,0,0.058544149915460364,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 07:00:00,Anand_Vihar,29.8,49.89,3.08,323.5,1009.59,0.0,964.9,-0.65,26.96,57.36,22.14,5.61,0.43,18.79,0.9659258262890683,-0.25881904510252063,10,0,63.01,92.49,68.73,27.0,61.379999999999995,45.184999999999995,29.982999675903304,15.38,1345.0344,803.408,83.0368,0.027940718955946537,2971.892,0,0,0.021201981696501816,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 08:00:00,Anand_Vihar,31.24,39.8,3.31,266.3,1010.47,0.0,1157.3,-0.48,23.28,50.6,25.0,6.67,0.2,28.57,0.8660254037844387,-0.4999999999999998,10,0,26.96,66.44,65.3,16.05,54.376666666666665,45.486250000000005,29.712644770183797,15.04,926.544,727.2672,77.05680000000001,0.020115786571193412,3830.663,0,0,0.007037946154391691,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 09:00:00,Anand_Vihar,30.51,42.6,2.85,266.4,1009.27,0.0,1251.7,-1.16,20.83,42.91,28.66,6.58,0.21,53.68,0.7071067811865476,-0.7071067811865475,10,0,23.28,63.01,54.08,17.46,48.835,45.626666666666665,29.582115435228573,12.36,887.358,635.5233,59.3655,0.01664136760692364,3567.3450000000003,0,0,0.006525861651940416,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 10:00:00,Anand_Vihar,31.65,36.34,3.69,329.2,1011.3,0.0,1408.3,-0.96,15.24,19.94,17.16,5.09,0.2,61.15,0.49999999999999994,-0.8660254037844387,10,0,20.83,26.96,92.49,29.68,35.96,45.025,30.063484278382003,10.0,553.8216000000001,482.346,56.2356,0.010821557829854734,5196.6269999999995,0,0,0.0040083692672028045,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 11:00:00,Anand_Vihar,35.2,34.53,3.1,286.2,1010.51,0.0,1578.5,-0.52,10.0,18.72,12.2,5.68,0.2,83.37,0.258819045102521,-0.9659258262890682,10,0,15.24,23.28,66.44,18.06,26.55333333333333,44.689166666666665,30.42069774757435,19.42,345.3,352.0,31.0,0.006335128246213948,4893.35,0,0,0.0031144308027947504,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 12:00:00,Anand_Vihar,35.99,34.72,3.07,256.3,1008.99,0.0,1578.7,-0.26,10.0,19.22,5.0,4.78,0.23,90.61,1.2246467991473532e-16,-1.0,10,0,10.0,20.83,63.01,10.0,17.718333333333334,44.689166666666665,30.42069774757435,31.41,347.2,359.90000000000003,30.7,0.006334325670904379,4846.6089999999995,0,0,0.002063298272950638,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 13:00:00,Anand_Vihar,37.38,21.72,3.43,314.6,1009.71,0.0,1623.3,-0.67,15.38,33.2,17.51,8.18,0.3,94.6,-0.2588190451025208,-0.9659258262890683,10,0,10.0,15.24,26.96,22.98,15.788333333333334,44.372499999999995,30.694827669367584,43.31,334.0536,574.9044000000001,52.753400000000006,0.009474527139317889,5567.919,0,0,0.0017960031354694581,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 14:00:00,Anand_Vihar,35.8,25.51,3.16,282.8,1010.4,0.0,1580.3,-0.42,15.04,24.85,17.36,3.63,0.31,83.98,-0.4999999999999997,-0.8660254037844388,10,0,15.38,10.0,23.28,10.0,14.415,44.5825,30.465828790844398,128.8,383.67040000000003,538.4319999999999,47.5264,0.009517180222001011,4993.7480000000005,0,0,0.003079851039580189,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 15:00:00,Anand_Vihar,36.12,24.28,3.2,297.6,1010.22,0.0,1524.0,-0.68,12.36,16.31,14.71,4.85,0.25,66.5,-0.7071067811865471,-0.7071067811865479,10,0,15.04,10.0,20.83,10.0,13.003333333333332,44.68083333333333,30.35295471852662,119.76,300.1008,446.44319999999993,39.552,0.008110236167255667,4876.8,0,0,0.0030839894949885385,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 16:00:00,Anand_Vihar,34.53,29.0,3.21,296.7,1008.37,0.0,1410.4,-0.24,10.0,15.0,16.74,8.21,0.22,60.57,-0.8660254037844385,-0.5000000000000004,10,0,12.36,15.38,15.24,13.75,12.13,44.52458333333333,30.528248212913812,75.21,290.0,345.3,32.1,0.007090187130670823,4527.384,0,0,0.002730053375790405,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 17:00:00,Anand_Vihar,33.98,26.84,3.16,346.2,1009.14,0.0,1322.4,-0.86,19.42,20.71,17.31,9.21,0.2,41.61,-0.9659258262890683,-0.25881904510252063,10,0,10.0,15.04,10.0,18.08,13.700000000000001,44.58041666666667,30.478966300965034,79.11,521.2328,659.8916,61.36720000000001,0.014685420336619629,4178.784000000001,0,0,0.0023930406491624342,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 18:00:00,Anand_Vihar,33.41,36.6,2.82,311.5,1010.49,0.0,1160.2,-0.59,31.41,59.67,26.55,5.59,0.2,16.74,-1.0,-1.8369701987210297e-16,10,0,19.42,12.36,10.0,38.66,17.268333333333334,44.27833333333333,30.57596977262098,81.01,1149.606,1049.4080999999999,88.5762,0.027072918228987088,3271.764,0,0,0.0059356359262598525,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 19:00:00,Anand_Vihar,30.66,39.77,2.37,321.0,1009.48,0.0,993.1,-0.81,43.31,61.03,23.49,9.98,0.53,19.7,-0.9659258262890684,0.2588190451025203,10,0,31.41,10.0,15.38,32.69,21.923333333333336,44.72083333333333,30.477659090277722,49.75,1722.4387000000002,1327.8846,102.64470000000001,0.043610914876538974,2353.647,0,0,0.013345246702902998,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-03 20:00:00,Anand_Vihar,28.84,44.83,2.09,0.1,1009.98,0.0,394.5,-0.79,128.8,163.87,32.63,9.38,1.33,15.07,-0.8660254037844386,0.5000000000000001,10,0,43.31,19.42,15.04,85.49,40.88333333333333,46.525416666666665,34.06735144682441,64.6,5774.104,3714.592,269.192,0.3264892185934292,824.505,0,0,0.05252848615195195,POOR DISPERSION,HIGH
DEMO_SYNTHETIC,2025-10-03 21:00:00,Anand_Vihar,28.68,46.46,2.45,285.7,1010.46,0.0,406.9,-1.04,119.76,207.75,32.36,9.43,1.36,15.86,-0.7071067811865477,0.7071067811865474,10,0,128.8,31.41,12.36,101.4,58.78333333333334,47.290416666666665,35.527993185920884,74.72,5564.0496,3434.7168,293.41200000000003,0.29432292223340084,996.905,0,0,0.12919987231280944,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 22:00:00,Anand_Vihar,28.58,55.69,2.26,310.0,1011.75,0.0,383.7,-0.95,75.21,135.22,15.93,7.78,0.85,22.52,-0.5000000000000004,0.8660254037844384,10,0,119.76,43.31,10.0,63.08,69.65166666666667,47.79583333333334,35.8472255814039,79.56,4188.4448999999995,2149.5017999999995,169.97459999999998,0.19601250466477704,867.1619999999999,0,0,0.13810568108259266,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-03 23:00:00,Anand_Vihar,29.32,58.8,2.48,301.0,1010.1,0.0,387.4,-0.74,79.11,129.78,16.39,11.23,0.71,12.14,-0.25881904510252157,0.9659258262890681,10,0,75.21,128.8,19.42,84.73,79.60000000000001,47.56166666666667,35.61305985006144,66.66,4651.668,2319.5052,196.1928,0.20420753215778184,960.752,0,0,0.07828242794933106,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 00:00:00,Anand_Vihar,25.07,65.99,2.25,297.4,1011.42,0.0,395.7,-0.53,81.01,123.51,22.28,6.38,0.99,21.11,0.0,1.0,10,0,79.11,119.76,31.41,75.32,87.86666666666667,47.79874999999999,35.824200990816735,69.94,5345.8499,2030.9207000000001,182.2725,0.20472579720177417,890.3249999999999,0,0,0.0888551923302705,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 01:00:00,Anand_Vihar,24.69,61.92,2.63,286.2,1009.46,0.0,408.1,-0.89,49.75,84.31,20.35,2.0,0.64,11.04,0.25881904510252074,0.9659258262890683,10,0,81.01,75.21,43.31,68.73,88.94,47.00791666666667,35.55049549941074,24.48,3080.52,1228.3275,130.8425,0.12190639250413153,1073.303,0,0,0.07547728763007941,POOR DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-04 02:00:00,Anand_Vihar,23.57,61.08,2.68,320.2,1009.0,0.0,388.3,-0.7,64.6,100.54,8.57,7.98,0.65,22.93,0.49999999999999994,0.8660254037844387,10,0,49.75,79.11,128.8,65.3,78.24000000000001,46.97874999999999,35.53511947019272,19.92,3945.7679999999996,1522.6219999999998,173.128,0.16636620740751462,1040.644,0,0,0.047806934477045614,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 03:00:00,Anand_Vihar,24.98,59.45,2.47,291.3,1009.72,0.0,421.2,-0.43,74.72,124.78,22.52,8.59,0.76,17.21,0.7071067811865476,0.7071067811865476,10,0,64.6,81.01,119.76,54.08,70.73333333333333,47.83875,35.96165062619998,31.19,4442.104,1866.5056,184.5584,0.1773979065195179,1040.364,0,0,0.06209365124039613,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 04:00:00,Anand_Vihar,24.72,62.19,2.32,296.7,1009.17,0.0,402.0,-1.4,79.56,127.51,11.11,14.48,0.75,19.61,0.8660254037844386,0.5000000000000001,10,0,74.72,49.75,75.21,92.49,71.45833333333333,47.300000000000004,35.35537890323486,11.78,4947.8364,1966.7232,184.5792,0.1979104428380487,932.64,0,0,0.08011665722983512,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 05:00:00,Anand_Vihar,24.63,61.4,2.44,284.4,1011.53,0.0,413.7,-1.08,66.66,127.77,19.4,10.3,0.81,22.75,0.9659258262890683,0.25881904510252074,10,0,79.56,64.6,79.11,66.44,69.38333333333333,47.30916666666666,35.36058526919075,21.95,4092.9239999999995,1641.8357999999998,162.6504,0.1611312506373882,1009.428,0,0,0.07881691335274123,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 06:00:00,Anand_Vihar,27.77,51.0,2.52,280.7,1010.24,0.0,398.4,-0.7,69.94,116.01,20.29,8.66,0.57,14.27,1.0,6.123233995736766e-17,10,0,66.66,74.72,81.01,63.01,67.53833333333334,47.59791666666666,35.52229562929967,17.39,3566.94,1942.2338,176.2488,0.17555220442891054,1003.968,0,0,0.06639653787375158,POOR DISPERSION,MODERATE
DEMO_SYNTHETIC,2025-10-04 07:00:00,Anand_Vihar,29.7,52.17,3.02,292.6,1011.1,0.0,1003.0,-1.11,24.48,23.79,19.42,2.32,0.2,12.71,0.9659258262890683,-0.25881904510252063,10,0,69.94,79.56,49.75,26.96,63.32666666666666,47.49458333333333,35.588486411144714,14.75,1277.1216000000002,727.056,73.92960000000001,0.02440677941767917,3029.06,0,0,0.023089671306974202,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-04 08:00:00,Anand_Vihar,31.97,48.53,3.1,243.8,1009.45,0.0,1092.8,-0.11,19.92,15.48,32.11,7.91,0.28,38.32,0.8660254037844387,-0.4999999999999998,10,0,24.48,66.66,64.6,23.28,55.88,47.35458333333333,35.69433616978259,17.09,966.7176000000001,636.8424,61.75200000000001,0.01822840393275619,3387.68,0,0,0.0072261842699836345,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-04 09:00:00,Anand_Vihar,31.25,41.2,3.51,281.2,1009.78,0.0,1278.2,-1.1,31.19,43.37,23.79,2.56,0.23,55.55,0.7071067811865476,-0.7071067811865475,10,0,19.92,69.94,74.72,20.83,48.625,47.786249999999995,35.421215555272006,10.0,1285.0280000000002,974.6875,109.4769,0.02440150192144029,4486.482,0,0,0.004440004430108035,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-04 10:00:00,Anand_Vihar,31.82,34.21,3.04,275.8,1010.44,0.0,1409.2,-0.7,11.78,24.87,28.82,6.43,0.2,66.35,0.49999999999999994,-0.8660254037844387,10,0,31.19,24.48,79.56,15.24,37.32833333333333,47.642083333333325,35.56618484131615,14.95,402.99379999999996,374.83959999999996,35.8112,0.008359352764977627,4283.968,0,0,0.007280633265046254,GOOD DISPERSION,LOW
DEMO_SYNTHETIC,2025-10-04 11:00:00,Anand_Vihar,34.81,31.35,3.45,301.2,1010.03,0.0,1532.1,-1.19,21.95,34.64,8.16,4.4,0.2,84.91,0.258819045102521,-0.9659258262890682,10,0,11.78,19.92,66.66,10.0,29.876666666666665,48.13999999999999,35.096845640499424,31.26,688.1325,764.0795,75.7275,0.014326740980831924,5285.745,0,0,0.0022286356942519256,GOOD DISPERSION,LOW
